Year,state,coc_number,coc_name,measures,count
2014-01-01,TX,TX-500,San Antonio/Bexar County CoC,Homeless People in Families,967
2014-01-01,TX,TX-500,San Antonio/Bexar County CoC,Homeless Veterans,263
2014-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Chronically Homeless,411
2014-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Chronically Homeless Individuals,319
2014-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Chronically Homeless People in Families,92
2014-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless,"1,970"
2014-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless Individuals,"1,014"
2014-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless People in Families,956
2014-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless Veterans,219
2014-01-01,TX,TX-500,San Antonio/Bexar County CoC,Total Homeless,"2,892"
2014-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Chronically Homeless,203
2014-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Chronically Homeless Individuals,201
2014-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Chronically Homeless People in Families,2
2014-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless,922
2014-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless Individuals,911
2014-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless People in Families,11
2014-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless Veterans,44
2014-01-01,TX,TX-503,Austin/Travis County CoC,Chronically Homeless,384
2014-01-01,TX,TX-503,Austin/Travis County CoC,Chronically Homeless Individuals,349
2014-01-01,TX,TX-503,Austin/Travis County CoC,Chronically Homeless People in Families,35
2014-01-01,TX,TX-503,Austin/Travis County CoC,Homeless Individuals,"1,287"
2014-01-01,TX,TX-503,Austin/Travis County CoC,Homeless People in Families,700
2014-01-01,TX,TX-503,Austin/Travis County CoC,Homeless Veterans,176
2014-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Chronically Homeless,204
2014-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Chronically Homeless Individuals,169
2014-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Chronically Homeless People in Families,35
2014-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless,"1,539"
2014-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless Individuals,843
2014-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless People in Families,696
2014-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless Veterans,127
2014-01-01,TX,TX-503,Austin/Travis County CoC,Total Homeless,"1,987"
2014-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Chronically Homeless,180
2014-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Chronically Homeless Individuals,180
2014-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Chronically Homeless People in Families,0
2014-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless,448
2014-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless Individuals,444
2014-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless People in Families,4
2014-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless Veterans,49
2014-01-01,TX,TX-600,Dallas City & County/Irving CoC,Chronically Homeless,489
2014-01-01,TX,TX-600,Dallas City & County/Irving CoC,Chronically Homeless Individuals,460
2014-01-01,TX,TX-600,Dallas City & County/Irving CoC,Chronically Homeless People in Families,29
2014-01-01,TX,TX-600,Dallas City & County/Irving CoC,Homeless Individuals,"1,861"
2014-01-01,TX,TX-600,Dallas City & County/Irving CoC,Homeless People in Families,"1,653"
2014-01-01,TX,TX-600,Dallas City & County/Irving CoC,Homeless Veterans,335
2014-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Chronically Homeless,390
2014-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Chronically Homeless Individuals,368
2014-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Chronically Homeless People in Families,22
2014-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless,"3,272"
2014-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless Individuals,"1,631"
2014-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless People in Families,"1,641"
2014-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless Veterans,293
2014-01-01,TX,TX-600,Dallas City & County/Irving CoC,Total Homeless,"3,514"
2014-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Chronically Homeless,99
2014-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Chronically Homeless Individuals,92
2014-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Chronically Homeless People in Families,7
2014-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Homeless,242
2014-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Homeless Individuals,230
2014-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Homeless People in Families,12
2014-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Homeless Veterans,42
2014-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Chronically Homeless,331
2014-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Chronically Homeless Individuals,278
2014-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Chronically Homeless People in Families,53
2014-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Homeless Individuals,"1,390"
2014-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Homeless People in Families,"1,035"
2014-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Homeless Veterans,252
2014-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Chronically Homeless,277
2014-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Chronically Homeless Individuals,224
2014-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Chronically Homeless People in Families,53
2014-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Homeless,"2,241"
2014-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Homeless Individuals,"1,206"
2014-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Homeless People in Families,"1,035"
2014-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Homeless Veterans,217
2014-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Total Homeless,"2,425"
2014-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Chronically Homeless,54
2014-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Chronically Homeless Individuals,54
2014-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Chronically Homeless People in Families,0
2014-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Homeless,184
2014-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Homeless Individuals,184
2014-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Homeless People in Families,0
2014-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Homeless Veterans,35
2014-01-01,TX,TX-603,El Paso City & County CoC,Chronically Homeless,179
2014-01-01,TX,TX-603,El Paso City & County CoC,Chronically Homeless Individuals,138
2014-01-01,TX,TX-603,El Paso City & County CoC,Chronically Homeless People in Families,41
2014-01-01,TX,TX-603,El Paso City & County CoC,Homeless Individuals,749
2014-01-01,TX,TX-603,El Paso City & County CoC,Homeless People in Families,511
2014-01-01,TX,TX-603,El Paso City & County CoC,Homeless Veterans,123
2014-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Chronically Homeless,141
2014-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Chronically Homeless Individuals,104
2014-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Chronically Homeless People in Families,37
2014-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Homeless,"1,079"
2014-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Homeless Individuals,577
2014-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Homeless People in Families,502
2014-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Homeless Veterans,67
2014-01-01,TX,TX-603,El Paso City & County CoC,Total Homeless,"1,260"
2014-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Chronically Homeless,38
2014-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Chronically Homeless Individuals,34
2014-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Chronically Homeless People in Families,4
2014-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Homeless,181
2014-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Homeless Individuals,172
2014-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Homeless People in Families,9
2014-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Homeless Veterans,56
2014-01-01,TX,TX-604,Waco/McLennan County CoC,Chronically Homeless,32
2014-01-01,TX,TX-604,Waco/McLennan County CoC,Chronically Homeless Individuals,32
2014-01-01,TX,TX-604,Waco/McLennan County CoC,Chronically Homeless People in Families,0
2014-01-01,TX,TX-604,Waco/McLennan County CoC,Homeless Individuals,148
2014-01-01,TX,TX-604,Waco/McLennan County CoC,Homeless People in Families,98
2014-01-01,TX,TX-604,Waco/McLennan County CoC,Homeless Veterans,31
2014-01-01,TX,TX-604,Waco/McLennan County CoC,Sheltered Chronically Homeless,13
2014-01-01,TX,TX-604,Waco/McLennan County CoC,Sheltered Chronically Homeless Individuals,13
2014-01-01,TX,TX-604,Waco/McLennan County CoC,Sheltered Chronically Homeless People in Families,0
2014-01-01,TX,TX-604,Waco/McLennan County CoC,Sheltered Homeless,202
2014-01-01,TX,TX-604,Waco/McLennan County CoC,Sheltered Homeless Individuals,104
2014-01-01,TX,TX-604,Waco/McLennan County CoC,Sheltered Homeless People in Families,98
2014-01-01,TX,TX-604,Waco/McLennan County CoC,Sheltered Homeless Veterans,19
2014-01-01,TX,TX-604,Waco/McLennan County CoC,Total Homeless,246
2014-01-01,TX,TX-604,Waco/McLennan County CoC,Unsheltered Chronically Homeless,19
2014-01-01,TX,TX-604,Waco/McLennan County CoC,Unsheltered Chronically Homeless Individuals,19
2014-01-01,TX,TX-604,Waco/McLennan County CoC,Unsheltered Chronically Homeless People in Families,0
2014-01-01,TX,TX-604,Waco/McLennan County CoC,Unsheltered Homeless,44
2014-01-01,TX,TX-604,Waco/McLennan County CoC,Unsheltered Homeless Individuals,44
2014-01-01,TX,TX-604,Waco/McLennan County CoC,Unsheltered Homeless People in Families,0
2014-01-01,TX,TX-604,Waco/McLennan County CoC,Unsheltered Homeless Veterans,12
2014-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Chronically Homeless,"2,434"
2014-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Chronically Homeless Individuals,"2,245"
2014-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Chronically Homeless People in Families,189
2014-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Homeless Individuals,"7,281"
2014-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Homeless People in Families,"2,662"
2014-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Homeless Veterans,823
2014-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Chronically Homeless,522
2014-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Chronically Homeless Individuals,440
2014-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Chronically Homeless People in Families,82
2014-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Homeless,"4,063"
2014-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Homeless Individuals,"2,203"
2014-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Homeless People in Families,"1,860"
2014-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Homeless Veterans,255
2014-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Total Homeless,"9,943"
2014-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Chronically Homeless,"1,912"
2014-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Chronically Homeless Individuals,"1,805"
2014-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Chronically Homeless People in Families,107
2014-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Homeless,"5,880"
2014-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Homeless Individuals,"5,078"
2014-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Homeless People in Families,802
2014-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Homeless Veterans,568
2014-01-01,TX,TX-611,Amarillo CoC,Chronically Homeless,86
2014-01-01,TX,TX-611,Amarillo CoC,Chronically Homeless Individuals,86
2014-01-01,TX,TX-611,Amarillo CoC,Chronically Homeless People in Families,0
2014-01-01,TX,TX-611,Amarillo CoC,Homeless Individuals,296
2014-01-01,TX,TX-611,Amarillo CoC,Homeless People in Families,155
2014-01-01,TX,TX-611,Amarillo CoC,Homeless Veterans,55
2014-01-01,TX,TX-611,Amarillo CoC,Sheltered Chronically Homeless,85
2014-01-01,TX,TX-611,Amarillo CoC,Sheltered Chronically Homeless Individuals,85
2014-01-01,TX,TX-611,Amarillo CoC,Sheltered Chronically Homeless People in Families,0
2014-01-01,TX,TX-611,Amarillo CoC,Sheltered Homeless,448
2014-01-01,TX,TX-611,Amarillo CoC,Sheltered Homeless Individuals,293
2014-01-01,TX,TX-611,Amarillo CoC,Sheltered Homeless People in Families,155
2014-01-01,TX,TX-611,Amarillo CoC,Sheltered Homeless Veterans,55
2014-01-01,TX,TX-611,Amarillo CoC,Total Homeless,451
2014-01-01,TX,TX-611,Amarillo CoC,Unsheltered Chronically Homeless,1
2014-01-01,TX,TX-611,Amarillo CoC,Unsheltered Chronically Homeless Individuals,1
2014-01-01,TX,TX-611,Amarillo CoC,Unsheltered Chronically Homeless People in Families,0
2014-01-01,TX,TX-611,Amarillo CoC,Unsheltered Homeless,3
2014-01-01,TX,TX-611,Amarillo CoC,Unsheltered Homeless Individuals,3
2014-01-01,TX,TX-611,Amarillo CoC,Unsheltered Homeless People in Families,0
2014-01-01,TX,TX-611,Amarillo CoC,Unsheltered Homeless Veterans,0
2014-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Chronically Homeless,75
2014-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Chronically Homeless Individuals,63
2014-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Chronically Homeless People in Families,12
2014-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Homeless Individuals,202
2014-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Homeless People in Families,79
2014-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Homeless Veterans,4
2014-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Chronically Homeless,65
2014-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Chronically Homeless Individuals,53
2014-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Chronically Homeless People in Families,12
2014-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Homeless,259
2014-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Homeless Individuals,185
2014-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Homeless People in Families,74
2014-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Homeless Veterans,4
2014-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Total Homeless,281
2014-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Unsheltered Chronically Homeless,10
2014-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Unsheltered Chronically Homeless Individuals,10
2014-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Unsheltered Chronically Homeless People in Families,0
2014-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Unsheltered Homeless,22
2014-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Unsheltered Homeless Individuals,17
2014-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Unsheltered Homeless People in Families,5
2014-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Unsheltered Homeless Veterans,0
2014-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Chronically Homeless,769
2014-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Chronically Homeless Individuals,763
2014-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Chronically Homeless People in Families,6
2014-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Homeless Individuals,"3,918"
2014-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Homeless People in Families,"1,390"
2014-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Homeless Veterans,644
2014-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered Chronically Homeless,123
2014-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered Chronically Homeless Individuals,117
2014-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered Chronically Homeless People in Families,6
2014-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered Homeless,"3,017"
2014-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered Homeless Individuals,"1,627"
2014-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered Homeless People in Families,"1,390"
2014-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered Homeless Veterans,310
2014-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Total Homeless,"5,308"
2014-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Chronically Homeless,646
2014-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Chronically Homeless Individuals,646
2014-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Chronically Homeless People in Families,0
2014-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Homeless,"2,291"
2014-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Homeless Individuals,"2,291"
2014-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Homeless People in Families,0
2014-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Homeless Veterans,334
2014-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Chronically Homeless,23
2014-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Chronically Homeless Individuals,18
2014-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Chronically Homeless People in Families,5
2014-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Homeless Individuals,120
2014-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Homeless People in Families,68
2014-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Homeless Veterans,12
2014-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Chronically Homeless,0
2014-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Chronically Homeless Individuals,0
2014-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Chronically Homeless People in Families,0
2014-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Homeless,138
2014-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Homeless Individuals,75
2014-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Homeless People in Families,63
2014-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Homeless Veterans,10
2014-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Total Homeless,188
2014-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Chronically Homeless,23
2014-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Chronically Homeless Individuals,18
2014-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Chronically Homeless People in Families,5
2014-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Homeless,50
2014-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Homeless Individuals,45
2014-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Homeless People in Families,5
2014-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Homeless Veterans,2
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Children of Parenting Youth,24
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Chronically Homeless,691
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Chronically Homeless Individuals,632
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Chronically Homeless People in Families,59
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Homeless Individuals,"2,065"
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Homeless People in Families,826
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Homeless Unaccompanied Children (Under 18),6
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Homeless Unaccompanied Young Adults (Age 18-24),127
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Homeless Unaccompanied Youth (Under 25),133
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Homeless Veterans,284
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Parenting Youth (Under 25),16
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Parenting Youth Age 18-24,16
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Parenting Youth Under 18,0
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Children of Parenting Youth,19
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Chronically Homeless,351
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Chronically Homeless Individuals,320
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Chronically Homeless People in Families,31
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless,"1,733"
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless Individuals,935
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless People in Families,798
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless Unaccompanied Children (Under 18),3
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),47
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless Unaccompanied Youth (Under 25),50
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless Veterans,190
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Parenting Youth (Under 25),14
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Parenting Youth Age 18-24,14
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Parenting Youth Under 18,0
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Total Homeless,"2,891"
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Children of Parenting Youth,5
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Chronically Homeless,340
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Chronically Homeless Individuals,312
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Chronically Homeless People in Families,28
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless,"1,158"
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless Individuals,"1,130"
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless People in Families,28
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless Unaccompanied Children (Under 18),3
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),80
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless Unaccompanied Youth (Under 25),83
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless Veterans,94
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Parenting Youth (Under 25),2
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Parenting Youth Age 18-24,2
2015-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Parenting Youth Under 18,0
2015-01-01,TX,TX-503,Austin/Travis County CoC,Children of Parenting Youth,57
2015-01-01,TX,TX-503,Austin/Travis County CoC,Chronically Homeless,494
2015-01-01,TX,TX-503,Austin/Travis County CoC,Chronically Homeless Individuals,477
2015-01-01,TX,TX-503,Austin/Travis County CoC,Chronically Homeless People in Families,17
2015-01-01,TX,TX-503,Austin/Travis County CoC,Homeless Individuals,"1,266"
2015-01-01,TX,TX-503,Austin/Travis County CoC,Homeless People in Families,566
2015-01-01,TX,TX-503,Austin/Travis County CoC,Homeless Unaccompanied Children (Under 18),8
2015-01-01,TX,TX-503,Austin/Travis County CoC,Homeless Unaccompanied Young Adults (Age 18-24),87
2015-01-01,TX,TX-503,Austin/Travis County CoC,Homeless Unaccompanied Youth (Under 25),95
2015-01-01,TX,TX-503,Austin/Travis County CoC,Homeless Veterans,238
2015-01-01,TX,TX-503,Austin/Travis County CoC,Parenting Youth (Under 25),36
