Year,State,CoC Number,CoC Name,Measures,Count
1/1/2014,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Homeless Individuals,"1,206"
1/1/2014,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Homeless People in Families,"1,035"
1/1/2014,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Homeless Veterans,217
1/1/2014,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Total Homeless,"2,425"
1/1/2014,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Chronically Homeless,54
1/1/2014,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Chronically Homeless Individuals,54
1/1/2014,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Chronically Homeless People in Families,0
1/1/2014,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Homeless,184
1/1/2014,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Homeless Individuals,184
1/1/2014,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Homeless People in Families,0
1/1/2014,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Homeless Veterans,35
1/1/2014,TX,TX-603,El Paso City & County CoC,Chronically Homeless,179
1/1/2014,TX,TX-603,El Paso City & County CoC,Chronically Homeless Individuals,138
1/1/2014,TX,TX-603,El Paso City & County CoC,Chronically Homeless People in Families,41
1/1/2014,TX,TX-603,El Paso City & County CoC,Homeless Individuals,749
1/1/2014,TX,TX-603,El Paso City & County CoC,Homeless People in Families,511
1/1/2014,TX,TX-603,El Paso City & County CoC,Homeless Veterans,123
1/1/2014,TX,TX-603,El Paso City & County CoC,Sheltered Chronically Homeless,141
1/1/2014,TX,TX-603,El Paso City & County CoC,Sheltered Chronically Homeless Individuals,104
1/1/2014,TX,TX-603,El Paso City & County CoC,Sheltered Chronically Homeless People in Families,37
1/1/2014,TX,TX-603,El Paso City & County CoC,Sheltered Homeless,"1,079"
1/1/2014,TX,TX-603,El Paso City & County CoC,Sheltered Homeless Individuals,577
1/1/2014,TX,TX-603,El Paso City & County CoC,Sheltered Homeless People in Families,502
1/1/2014,TX,TX-603,El Paso City & County CoC,Sheltered Homeless Veterans,67
1/1/2014,TX,TX-603,El Paso City & County CoC,Total Homeless,"1,260"
1/1/2014,TX,TX-603,El Paso City & County CoC,Unsheltered Chronically Homeless,38
1/1/2014,TX,TX-603,El Paso City & County CoC,Unsheltered Chronically Homeless Individuals,34
1/1/2014,TX,TX-603,El Paso City & County CoC,Unsheltered Chronically Homeless People in Families,4
1/1/2014,TX,TX-603,El Paso City & County CoC,Unsheltered Homeless,181
1/1/2014,TX,TX-603,El Paso City & County CoC,Unsheltered Homeless Individuals,172
1/1/2014,TX,TX-603,El Paso City & County CoC,Unsheltered Homeless People in Families,9
1/1/2014,TX,TX-603,El Paso City & County CoC,Unsheltered Homeless Veterans,56
1/1/2014,TX,TX-604,Waco/McLennan County CoC,Chronically Homeless,32
1/1/2014,TX,TX-604,Waco/McLennan County CoC,Chronically Homeless Individuals,32
1/1/2014,TX,TX-604,Waco/McLennan County CoC,Chronically Homeless People in Families,0
1/1/2014,TX,TX-604,Waco/McLennan County CoC,Homeless Individuals,148
1/1/2014,TX,TX-604,Waco/McLennan County CoC,Homeless People in Families,98
1/1/2014,TX,TX-604,Waco/McLennan County CoC,Homeless Veterans,31
1/1/2014,TX,TX-604,Waco/McLennan County CoC,Sheltered Chronically Homeless,13
1/1/2014,TX,TX-604,Waco/McLennan County CoC,Sheltered Chronically Homeless Individuals,13
1/1/2014,TX,TX-604,Waco/McLennan County CoC,Sheltered Chronically Homeless People in Families,0
1/1/2014,TX,TX-604,Waco/McLennan County CoC,Sheltered Homeless,202
1/1/2014,TX,TX-604,Waco/McLennan County CoC,Sheltered Homeless Individuals,104
1/1/2014,TX,TX-604,Waco/McLennan County CoC,Sheltered Homeless People in Families,98
1/1/2014,TX,TX-604,Waco/McLennan County CoC,Sheltered Homeless Veterans,19
1/1/2014,TX,TX-604,Waco/McLennan County CoC,Total Homeless,246
1/1/2014,TX,TX-604,Waco/McLennan County CoC,Unsheltered Chronically Homeless,19
1/1/2014,TX,TX-604,Waco/McLennan County CoC,Unsheltered Chronically Homeless Individuals,19
1/1/2014,TX,TX-604,Waco/McLennan County CoC,Unsheltered Chronically Homeless People in Families,0
1/1/2014,TX,TX-604,Waco/McLennan County CoC,Unsheltered Homeless,44
1/1/2014,TX,TX-604,Waco/McLennan County CoC,Unsheltered Homeless Individuals,44
1/1/2014,TX,TX-604,Waco/McLennan County CoC,Unsheltered Homeless People in Families,0
1/1/2014,TX,TX-604,Waco/McLennan County CoC,Unsheltered Homeless Veterans,12
1/1/2014,TX,TX-607,Texas Balance of State (BoS) CoC,Chronically Homeless,"2,434"
1/1/2014,TX,TX-607,Texas Balance of State (BoS) CoC,Chronically Homeless Individuals,"2,245"
1/1/2014,TX,TX-607,Texas Balance of State (BoS) CoC,Chronically Homeless People in Families,189
1/1/2014,TX,TX-607,Texas Balance of State (BoS) CoC,Homeless Individuals,"7,281"
1/1/2014,TX,TX-607,Texas Balance of State (BoS) CoC,Homeless People in Families,"2,662"
1/1/2014,TX,TX-607,Texas Balance of State (BoS) CoC,Homeless Veterans,823
1/1/2014,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Chronically Homeless,522
1/1/2014,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Chronically Homeless Individuals,440
1/1/2014,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Chronically Homeless People in Families,82
1/1/2014,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Homeless,"4,063"
1/1/2014,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Homeless Individuals,"2,203"
1/1/2014,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Homeless People in Families,"1,860"
1/1/2014,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Homeless Veterans,255
1/1/2014,TX,TX-607,Texas Balance of State (BoS) CoC,Total Homeless,"9,943"
1/1/2014,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Chronically Homeless,"1,912"
1/1/2014,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Chronically Homeless Individuals,"1,805"
1/1/2014,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Chronically Homeless People in Families,107
1/1/2014,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Homeless,"5,880"
1/1/2014,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Homeless Individuals,"5,078"
1/1/2014,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Homeless People in Families,802
1/1/2014,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Homeless Veterans,568
1/1/2014,TX,TX-611,Amarillo CoC,Chronically Homeless,86
1/1/2014,TX,TX-611,Amarillo CoC,Chronically Homeless Individuals,86
1/1/2014,TX,TX-611,Amarillo CoC,Chronically Homeless People in Families,0
1/1/2014,TX,TX-611,Amarillo CoC,Homeless Individuals,296
1/1/2014,TX,TX-611,Amarillo CoC,Homeless People in Families,155
1/1/2014,TX,TX-611,Amarillo CoC,Homeless Veterans,55
1/1/2014,TX,TX-611,Amarillo CoC,Sheltered Chronically Homeless,85
1/1/2014,TX,TX-611,Amarillo CoC,Sheltered Chronically Homeless Individuals,85
1/1/2014,TX,TX-611,Amarillo CoC,Sheltered Chronically Homeless People in Families,0
1/1/2014,TX,TX-611,Amarillo CoC,Sheltered Homeless,448
1/1/2014,TX,TX-611,Amarillo CoC,Sheltered Homeless Individuals,293
1/1/2014,TX,TX-611,Amarillo CoC,Sheltered Homeless People in Families,155
1/1/2014,TX,TX-611,Amarillo CoC,Sheltered Homeless Veterans,55
1/1/2014,TX,TX-611,Amarillo CoC,Total Homeless,451
1/1/2014,TX,TX-611,Amarillo CoC,Unsheltered Chronically Homeless,1
1/1/2014,TX,TX-611,Amarillo CoC,Unsheltered Chronically Homeless Individuals,1
1/1/2014,TX,TX-611,Amarillo CoC,Unsheltered Chronically Homeless People in Families,0
1/1/2014,TX,TX-611,Amarillo CoC,Unsheltered Homeless,3
1/1/2014,TX,TX-611,Amarillo CoC,Unsheltered Homeless Individuals,3
1/1/2014,TX,TX-611,Amarillo CoC,Unsheltered Homeless People in Families,0
1/1/2014,TX,TX-611,Amarillo CoC,Unsheltered Homeless Veterans,0
1/1/2014,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Chronically Homeless,75
1/1/2014,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Chronically Homeless Individuals,63
1/1/2014,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Chronically Homeless People in Families,12
1/1/2014,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Homeless Individuals,202
1/1/2014,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Homeless People in Families,79
1/1/2014,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Homeless Veterans,4
1/1/2014,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Chronically Homeless,65
1/1/2014,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Chronically Homeless Individuals,53
1/1/2014,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Chronically Homeless People in Families,12
1/1/2014,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Homeless,259
1/1/2014,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Homeless Individuals,185
1/1/2014,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Homeless People in Families,74
1/1/2014,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Homeless Veterans,4
1/1/2014,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Total Homeless,281
1/1/2014,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Unsheltered Chronically Homeless,10
1/1/2014,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Unsheltered Chronically Homeless Individuals,10
1/1/2014,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Unsheltered Chronically Homeless People in Families,0
1/1/2014,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Unsheltered Homeless,22
1/1/2014,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Unsheltered Homeless Individuals,17
1/1/2014,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Unsheltered Homeless People in Families,5
1/1/2014,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Unsheltered Homeless Veterans,0
1/1/2014,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Chronically Homeless,769
1/1/2014,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Chronically Homeless Individuals,763
1/1/2014,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Chronically Homeless People in Families,6
1/1/2014,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Homeless Individuals,"3,918"
1/1/2014,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Homeless People in Families,"1,390"
1/1/2014,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Homeless Veterans,644
1/1/2014,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered Chronically Homeless,123
1/1/2014,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered Chronically Homeless Individuals,117
1/1/2014,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered Chronically Homeless People in Families,6
1/1/2014,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered Homeless,"3,017"
1/1/2014,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered Homeless Individuals,"1,627"
1/1/2014,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered Homeless People in Families,"1,390"
1/1/2014,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered Homeless Veterans,310
1/1/2014,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Total Homeless,"5,308"
1/1/2014,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Chronically Homeless,646
1/1/2014,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Chronically Homeless Individuals,646
1/1/2014,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Chronically Homeless People in Families,0
1/1/2014,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Homeless,"2,291"
1/1/2014,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Homeless Individuals,"2,291"
1/1/2014,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Homeless People in Families,0
1/1/2014,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Homeless Veterans,334
1/1/2014,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Chronically Homeless,23
1/1/2014,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Chronically Homeless Individuals,18
1/1/2014,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Chronically Homeless People in Families,5
1/1/2014,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Homeless Individuals,120
1/1/2014,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Homeless People in Families,68
1/1/2014,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Homeless Veterans,12
1/1/2014,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Chronically Homeless,0
1/1/2014,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Chronically Homeless Individuals,0
1/1/2014,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Chronically Homeless People in Families,0
1/1/2014,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Homeless,138
1/1/2014,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Homeless Individuals,75
1/1/2014,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Homeless People in Families,63
1/1/2014,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Homeless Veterans,10
1/1/2014,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Total Homeless,188
1/1/2014,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Chronically Homeless,23
1/1/2014,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Chronically Homeless Individuals,18
1/1/2014,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Chronically Homeless People in Families,5
1/1/2014,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Homeless,50
1/1/2014,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Homeless Individuals,45
1/1/2014,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Homeless People in Families,5
1/1/2014,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Homeless Veterans,2
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Children of Parenting Youth,24
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Chronically Homeless,691
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Chronically Homeless Individuals,632
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Chronically Homeless People in Families,59
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Homeless Individuals,"2,065"
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Homeless People in Families,826
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Homeless Unaccompanied Children (Under 18),6
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Homeless Unaccompanied Young Adults (Age 18-24),127
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Homeless Unaccompanied Youth (Under 25),133
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Homeless Veterans,284
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Parenting Youth (Under 25),16
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Parenting Youth Age 18-24,16
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Parenting Youth Under 18,0
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Children of Parenting Youth,19
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Chronically Homeless,351
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Chronically Homeless Individuals,320
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Chronically Homeless People in Families,31
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless,"1,733"
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless Individuals,935
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless People in Families,798
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless Unaccompanied Children (Under 18),3
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),47
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless Unaccompanied Youth (Under 25),50
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless Veterans,190
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Parenting Youth (Under 25),14
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Parenting Youth Age 18-24,14
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Parenting Youth Under 18,0
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Total Homeless,"2,891"
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Children of Parenting Youth,5
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Chronically Homeless,340
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Chronically Homeless Individuals,312
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Chronically Homeless People in Families,28
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless,"1,158"
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless Individuals,"1,130"
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless People in Families,28
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless Unaccompanied Children (Under 18),3
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),80
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless Unaccompanied Youth (Under 25),83
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless Veterans,94
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Parenting Youth (Under 25),2
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Parenting Youth Age 18-24,2
1/1/2015,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Parenting Youth Under 18,0
1/1/2015,TX,TX-503,Austin/Travis County CoC,Children of Parenting Youth,57
1/1/2015,TX,TX-503,Austin/Travis County CoC,Chronically Homeless,494
1/1/2015,TX,TX-503,Austin/Travis County CoC,Chronically Homeless Individuals,477
1/1/2015,TX,TX-503,Austin/Travis County CoC,Chronically Homeless People in Families,17
1/1/2015,TX,TX-503,Austin/Travis County CoC,Homeless Individuals,"1,266"
1/1/2015,TX,TX-503,Austin/Travis County CoC,Homeless People in Families,566
1/1/2015,TX,TX-503,Austin/Travis County CoC,Homeless Unaccompanied Children (Under 18),8
1/1/2015,TX,TX-503,Austin/Travis County CoC,Homeless Unaccompanied Young Adults (Age 18-24),87
1/1/2015,TX,TX-503,Austin/Travis County CoC,Homeless Unaccompanied Youth (Under 25),95
1/1/2015,TX,TX-503,Austin/Travis County CoC,Homeless Veterans,238
1/1/2015,TX,TX-503,Austin/Travis County CoC,Parenting Youth (Under 25),36
1/1/2015,TX,TX-503,Austin/Travis County CoC,Parenting Youth Age 18-24,35
1/1/2015,TX,TX-503,Austin/Travis County CoC,Parenting Youth Under 18,1
1/1/2015,TX,TX-503,Austin/Travis County CoC,Sheltered Children of Parenting Youth,57
1/1/2015,TX,TX-503,Austin/Travis County CoC,Sheltered Chronically Homeless,148
1/1/2015,TX,TX-503,Austin/Travis County CoC,Sheltered Chronically Homeless Individuals,131
1/1/2015,TX,TX-503,Austin/Travis County CoC,Sheltered Chronically Homeless People in Families,17
1/1/2015,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless,"1,165"
1/1/2015,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless Individuals,607
1/1/2015,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless People in Families,558
1/1/2015,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless Unaccompanied Children (Under 18),8
1/1/2015,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),37
1/1/2015,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless Unaccompanied Youth (Under 25),45
1/1/2015,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless Veterans,129
1/1/2015,TX,TX-503,Austin/Travis County CoC,Sheltered Parenting Youth (Under 25),36
1/1/2015,TX,TX-503,Austin/Travis County CoC,Sheltered Parenting Youth Age 18-24,35
1/1/2015,TX,TX-503,Austin/Travis County CoC,Sheltered Parenting Youth Under 18,1
1/1/2015,TX,TX-503,Austin/Travis County CoC,Total Homeless,"1,832"
1/1/2015,TX,TX-503,Austin/Travis County CoC,Unsheltered Children of Parenting Youth,0
1/1/2015,TX,TX-503,Austin/Travis County CoC,Unsheltered Chronically Homeless,346
1/1/2015,TX,TX-503,Austin/Travis County CoC,Unsheltered Chronically Homeless Individuals,346
1/1/2015,TX,TX-503,Austin/Travis County CoC,Unsheltered Chronically Homeless People in Families,0
1/1/2015,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless,667
1/1/2015,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless Individuals,659
1/1/2015,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless People in Families,8
1/1/2015,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless Unaccompanied Children (Under 18),0
1/1/2015,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),50
1/1/2015,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless Unaccompanied Youth (Under 25),50
1/1/2015,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless Veterans,109
1/1/2015,TX,TX-503,Austin/Travis County CoC,Unsheltered Parenting Youth (Under 25),0
1/1/2015,TX,TX-503,Austin/Travis County CoC,Unsheltered Parenting Youth Age 18-24,0
1/1/2015,TX,TX-503,Austin/Travis County CoC,Unsheltered Parenting Youth Under 18,0
1/1/2015,TX,TX-600,Dallas City & County/Irving CoC,Children of Parenting Youth,55
1/1/2015,TX,TX-600,Dallas City & County/Irving CoC,Chronically Homeless,615
1/1/2015,TX,TX-600,Dallas City & County/Irving CoC,Chronically Homeless Individuals,586
1/1/2015,TX,TX-600,Dallas City & County/Irving CoC,Chronically Homeless People in Families,29
1/1/2015,TX,TX-600,Dallas City & County/Irving CoC,Homeless Individuals,"2,219"
1/1/2015,TX,TX-600,Dallas City & County/Irving CoC,Homeless People in Families,922
1/1/2015,TX,TX-600,Dallas City & County/Irving CoC,Homeless Unaccompanied Children (Under 18),22
1/1/2015,TX,TX-600,Dallas City & County/Irving CoC,Homeless Unaccompanied Young Adults (Age 18-24),135
1/1/2015,TX,TX-600,Dallas City & County/Irving CoC,Homeless Unaccompanied Youth (Under 25),157
1/1/2015,TX,TX-600,Dallas City & County/Irving CoC,Homeless Veterans,291
1/1/2015,TX,TX-600,Dallas City & County/Irving CoC,Parenting Youth (Under 25),47
1/1/2015,TX,TX-600,Dallas City & County/Irving CoC,Parenting Youth Age 18-24,46
1/1/2015,TX,TX-600,Dallas City & County/Irving CoC,Parenting Youth Under 18,1
1/1/2015,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Children of Parenting Youth,55
1/1/2015,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Chronically Homeless,451
1/1/2015,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Chronically Homeless Individuals,422
1/1/2015,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Chronically Homeless People in Families,29
1/1/2015,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless,"2,778"
1/1/2015,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless Individuals,"1,863"
1/1/2015,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless People in Families,915
1/1/2015,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless Unaccompanied Children (Under 18),22
1/1/2015,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),112
1/1/2015,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless Unaccompanied Youth (Under 25),134
1/1/2015,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless Veterans,242
1/1/2015,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Parenting Youth (Under 25),47
1/1/2015,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Parenting Youth Age 18-24,46
1/1/2015,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Parenting Youth Under 18,1
1/1/2015,TX,TX-600,Dallas City & County/Irving CoC,Total Homeless,"3,141"
1/1/2015,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Children of Parenting Youth,0
1/1/2015,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Chronically Homeless,164
1/1/2015,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Chronically Homeless Individuals,164
1/1/2015,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Chronically Homeless People in Families,0
1/1/2015,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Homeless,363
1/1/2015,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Homeless Individuals,356
1/1/2015,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Homeless People in Families,7
1/1/2015,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Homeless Unaccompanied Children (Under 18),0
